Title,Date,Link,Company
Digital Marketer at Premier Hospital, 30/Dec/2022,https://jobwebkenya.com/jobs/digital-marketer-premier-hospital/,Premier Hospital
Health Promoter IEC Officer at Medecins Sans Frontieres (MSF), 30/Dec/2022,https://jobwebkenya.com/jobs/health-promoter-iec-officer-medecins-sans-frontieres-msf/,Medecins Sans Frontieres (MSF)
WATSAN Supervisor at Medecins Sans Frontieres (MSF), 30/Dec/2022,https://jobwebkenya.com/jobs/watsan-supervisor-medecins-sans-frontieres-msf/,Medecins Sans Frontieres (MSF)
"Production Manager, Natural History Unit Development at BBC World Service", 30/Dec/2022,https://jobwebkenya.com/jobs/production-manager-natural-history-unit-development-bbc-world-service/,BBC World Service
"Head, Technical Program Management at NCBA Group", 30/Dec/2022,https://jobwebkenya.com/jobs/head-technical-program-management-ncba-group/,NCBA Group
Head of Product Acceleration at NCBA Group, 30/Dec/2022,https://jobwebkenya.com/jobs/head-product-acceleration-ncba-group/,NCBA Group
Offline Marketing and Events Coordinator at Kasha Kenya, 30/Dec/2022,https://jobwebkenya.com/jobs/offline-marketing-events-coordinator-kasha-kenya/,Kasha Kenya
"Communications Officer, P3 at United Nations Environment Programme (UNEP)", 30/Dec/2022,https://jobwebkenya.com/jobs/communications-officer-p3-united-nations-environment-programme-unep/,United Nations Environment Programme (UNEP)
"Senior Legal Officer, P5 at United Nations Environment Programme (UNEP)", 30/Dec/2022,https://jobwebkenya.com/jobs/senior-legal-officer-p5-united-nations-environment-programme-unep/,United Nations Environment Programme (UNEP)
"Manager, Youth Empowerment Programme at BRAC", 30/Dec/2022,https://jobwebkenya.com/jobs/manager-youth-empowerment-programme-brac/,BRAC
Animal Health Expert – Animal Health Systems Facilitating Trade Project at African Union – InterAfrican Bureau for Animal Resources, 30/Dec/2022,https://jobwebkenya.com/jobs/animal-health-expert-animal-health-systems-facilitating-trade-project-african-union-interafrican-bureau-animal-resources/,African Union – InterAfrican Bureau for Animal Resources
Antimicrobial Resistance (AMR) Expert at African Union – InterAfrican Bureau for Animal Resources, 30/Dec/2022,https://jobwebkenya.com/jobs/antimicrobial-resistance-amr-expert-african-union-interafrican-bureau-animal-resources/,African Union – InterAfrican Bureau for Animal Resources
Business Development Officer at International Rescue Committee (IRC), 30/Dec/2022,https://jobwebkenya.com/jobs/business-development-officer-international-rescue-committee-irc/,International Rescue Committee (IRC)
Sonographer at Maua Methodist Hospital, 29/Dec/2022,https://jobwebkenya.com/jobs/sonographer-maua-methodist-hospital/,Maua Methodist Hospital
Senior Engineering Manager – Channels (Messaging) at Cellulant Corporation, 29/Dec/2022,https://jobwebkenya.com/jobs/senior-engineering-manager-channels-messaging-cellulant-corporation/,Cellulant Corporation
Recruiter at Regen Organics, 29/Dec/2022,https://jobwebkenya.com/jobs/recruiter-regen-organics/,Regen Organics
Systems and Cyber Security Administrator at Kisumu Water & Sanitation Company Limited, 29/Dec/2022,https://jobwebkenya.com/jobs/systems-cyber-security-administrator-kisumu-water-sanitation-company-limited/,Bidco Africa
Receptionist at Medecins Sans Frontieres (MSF), 29/Dec/2022,https://jobwebkenya.com/jobs/receptionist-medecins-sans-frontieres-msf/,Medecins Sans Frontieres (MSF)
Recruitment Officer at Medecins Sans Frontieres (MSF), 29/Dec/2022,https://jobwebkenya.com/jobs/recruitment-officer-medecins-sans-frontieres-msf/,Medecins Sans Frontieres (MSF)
HR Manager at Medecins Sans Frontieres (MSF), 29/Dec/2022,https://jobwebkenya.com/jobs/hr-manager-medecins-sans-frontieres-msf-2/,Medecins Sans Frontieres (MSF)
3 PL Officer at Kilimall, 29/Dec/2022,https://jobwebkenya.com/jobs/3-pl-officer-kilimall/,Kilimall
Restaurant Chef at Nana Inkiri Steak and Wine House, 29/Dec/2022,https://jobwebkenya.com/jobs/restaurant-chef-nana-inkiri-steak-wine-house/,Nana Inkiri Steak and Wine House 
UX:UI Designer at Niebex ltd, 29/Dec/2022,https://jobwebkenya.com/jobs/uxui-designer-niebex-ltd/,Niebex ltd
Network Engineer at Vayacom Limited, 29/Dec/2022,https://jobwebkenya.com/jobs/network-engineer-vayacom-limited/,Vayacom Limited
"Associate Director, Internal Audit at Evidence Action", 29/Dec/2022,https://jobwebkenya.com/jobs/associate-director-internal-audit-evidence-action-2/,Evidence Action
Engineering Manager at AFA Consultants, 29/Dec/2022,https://jobwebkenya.com/jobs/engineering-manager-afa-consultants/,AFA Consultants
Convenience Stores Manager at Yusudi, 29/Dec/2022,https://jobwebkenya.com/jobs/convenience-stores-manager-yusudi/,Yusudi 
School Manager at Joy Villa School, 29/Dec/2022,https://jobwebkenya.com/jobs/school-manager-joy-villa-school/,Joy Villa School
Sales and Marketing Internship at East Africa Digital Marketers, 29/Dec/2022,https://jobwebkenya.com/jobs/sales-and-marketing-internship-at-east-africa-digital-marketers/,East Africa Digital Marketers
Associate Editor at Food Business Africa Magazine, 29/Dec/2022,https://jobwebkenya.com/jobs/associate-editor-food-business-africa-magazine/,Food Business Africa Magazine 
Team Leader Sales – Nakuru at Summit Recruitment and Search, 29/Dec/2022,https://jobwebkenya.com/jobs/team-leader-sales-nakuru-summit-recruitment-search/,Summit Recruitment and Search
Pharm Tech at Caremax Health, 29/Dec/2022,https://jobwebkenya.com/jobs/pharm-tech-caremax-health/,Caremax Health
Cultural Orientation Trainer at Church World Service (CWS), 29/Dec/2022,https://jobwebkenya.com/jobs/cultural-orientation-trainer-church-world-service-cws-3/,Church World Service (CWS)
Staff Trainer at Church World Service (CWS), 29/Dec/2022,https://jobwebkenya.com/jobs/staff-trainer-church-world-service-cws/,Church World Service (CWS)
Team Leader Logbook Loans at Northwave Credit Ltd, 29/Dec/2022,https://jobwebkenya.com/jobs/team-leader-logbook-loans-northwave-credit-ltd-2/,Northwave Credit Ltd
"Consultant, Psychosocial Support at International Federation of Red Cross and Red Crescent Societies (IFRC)", 29/Dec/2022,https://jobwebkenya.com/jobs/consultant-psychosocial-support-international-federation-red-cross-red-crescent-societies-ifrc/,International Federation of Red Cross and Red Crescent Societies (IFRC)
Sales Executive at Securex, 29/Dec/2022,https://jobwebkenya.com/jobs/sales-executive-securex-2/,Securex
Receptionist at Law Society of Kenya, 29/Dec/2022,https://jobwebkenya.com/jobs/receptionist-law-society-kenya-2/,Law Society of Kenya
Account Assistant at Law Society of Kenya, 29/Dec/2022,https://jobwebkenya.com/jobs/account-assistant-law-society-kenya/,Law Society of Kenya
Assistant Program Officer – ICT at Law Society of Kenya, 29/Dec/2022,https://jobwebkenya.com/jobs/assistant-program-officer-ict-law-society-kenya/,Law Society of Kenya
Assistant Program Officer – Parliamentary Affairs & Legislation at Law Society of Kenya, 29/Dec/2022,https://jobwebkenya.com/jobs/assistant-program-officer-parliamentary-affairs-legislation-law-society-kenya/,Law Society of Kenya
Audit Manager – Information Systems at Old Mutual Kenya, 29/Dec/2022,https://jobwebkenya.com/jobs/audit-manager-information-systems-old-mutual-kenya/,Old Mutual Kenya
IT Apps Developer – 2 Positions at Britam, 29/Dec/2022,https://jobwebkenya.com/jobs/apps-developer-2-positions-britam/,Britam
BAM Retail Sales Executive (Investments) – Business Development at Britam, 29/Dec/2022,https://jobwebkenya.com/jobs/bam-retail-sales-executive-investments-business-development-britam/,Britam
Field Manager at Pula, 29/Dec/2022,https://jobwebkenya.com/jobs/field-manager-pula/,Pula
Team Leader – WASH & Infrastructure at Danish Refugee Council (DRC), 29/Dec/2022,https://jobwebkenya.com/jobs/team-leader-wash-infrastructure-danish-refugee-council-drc/,Danish Refugee Council (DRC)
Digital Media Buyer at ICEA Lion Group, 29/Dec/2022,https://jobwebkenya.com/jobs/digital-media-buyer-icea-lion-group/,ICEA Lion Group
Monitoring and Evaluation Officer at Norwegian Refugee Council (NRC), 29/Dec/2022,https://jobwebkenya.com/jobs/monitoring-evaluation-officer-norwegian-refugee-council-nrc/,Norwegian Refugee Council (NRC)
Salon Manager at Summit Human Resource & Marketing Consultant, 29/Dec/2022,https://jobwebkenya.com/jobs/salon-manager-summit-human-resource-marketing-consultant/,Summit Human Resource & Marketing Consultant
Food & Beverage Supervisor at Summit Human Resource & Marketing Consultant, 29/Dec/2022,https://jobwebkenya.com/jobs/food-beverage-supervisor-summit-human-resource-marketing-consultant/,Summit Human Resource & Marketing Consultant
Social Media & Marketing Executive at Summit Human Resource & Marketing Consultant, 29/Dec/2022,https://jobwebkenya.com/jobs/social-media-marketing-executive-summit-human-resource-marketing-consultant-4/,Summit Human Resource & Marketing Consultant
Restaurant Chef at Summit Human Resource & Marketing Consultant, 29/Dec/2022,https://jobwebkenya.com/jobs/restaurant-chef-summit-human-resource-marketing-consultant-3/,Summit Human Resource & Marketing Consultant
Sales Executive – Real Estate at JardineHR Consultants, 29/Dec/2022,https://jobwebkenya.com/jobs/sales-executive-real-estate-jardinehr-consultants-2/,JardineHR Consultants
National Customer Manager at DHL, 29/Dec/2022,https://jobwebkenya.com/jobs/national-customer-manager-dhl-2/,DHL
Field Sales Executive at DHL, 29/Dec/2022,https://jobwebkenya.com/jobs/field-sales-executive-dhl/,DHL
Security Manager at Ericsson, 29/Dec/2022,https://jobwebkenya.com/jobs/security-manager-ericsson/,Ericsson
OSS Support Engineer at Ericsson, 29/Dec/2022,https://jobwebkenya.com/jobs/oss-support-engineer-ericsson/,Ericsson
Driver at United Nations Office at Nairobi (UNON), 29/Dec/2022,https://jobwebkenya.com/jobs/driver-united-nations-office-nairobi-unon/,United Nations Office at Nairobi (UNON)
Business Analyst at NCBA Group, 29/Dec/2022,https://jobwebkenya.com/jobs/business-analyst-ncba-group-3/,NCBA Group
Business Development Assistant Manager at NCBA Group, 29/Dec/2022,https://jobwebkenya.com/jobs/business-development-assistant-manager-ncba-group/,NCBA Group
"Manager, Cash Management product Development at NCBA Group", 29/Dec/2022,https://jobwebkenya.com/jobs/manager-cash-management-product-development-ncba-group/,NCBA Group
"Finance and Budget Assistant, G6 at United Nations Environment Programme (UNEP)", 29/Dec/2022,https://jobwebkenya.com/jobs/finance-budget-assistant-g6-united-nations-environment-programme-unep-2/,United Nations Environment Programme (UNEP)
"Senior Programme Management Assistant, G7 at United Nations Environment Programme (UNEP)", 29/Dec/2022,https://jobwebkenya.com/jobs/senior-programme-management-assistant-g7-united-nations-environment-programme-unep-3/,United Nations Environment Programme (UNEP)
Consultant – Regional Data Hub Junior Analyst at International Organization for Migration (IOM), 29/Dec/2022,https://jobwebkenya.com/jobs/consultant-regional-data-hub-junior-analyst-international-organization-migration-iom/,International Organization for Migration (IOM)
"Programme Specialist (Culture) at United Nations Educational, Scientific and Cultural Organization ( UNESCO )", 29/Dec/2022,https://jobwebkenya.com/jobs/programme-specialist-culture-united-nations-educational-scientific-cultural-organization-unesco/,"United Nations Educational, Scientific and Cultural Organization ( UNESCO )"
Grants Coordinator at Norwegian Refugee Council (NRC), 29/Dec/2022,https://jobwebkenya.com/jobs/grants-coordinator-norwegian-refugee-council-nrc/,Norwegian Refugee Council (NRC)
Public Policy Internship at Koko Networks, 29/Dec/2022,https://jobwebkenya.com/jobs/public-policy-internship-koko-networks/,Koko Networks
Analytics Engineer at Klarna, 28/Dec/2022,https://jobwebkenya.com/jobs/analytics-engineer-klarna/,Klarna
Accountant at FGC Accountants, 28/Dec/2022,https://jobwebkenya.com/jobs/accountant-fgc-accountants/,FGC Accountants
Insurance Financial Advisor – Independent at Preone Insurance Agencies Kenya Ltd, 28/Dec/2022,https://jobwebkenya.com/jobs/insurance-financial-advisor-independent-preone-insurance-agencies-kenya-ltd/,Preone Insurance Agencies Kenya Ltd
Automotive Trainer at Eastlands College of Technology, 28/Dec/2022,https://jobwebkenya.com/jobs/automotive-trainer-eastlands-college-technology/,Eastlands College of Technology
Senior Knowledge Analyst- Development Impact at Boston Consulting Group (BCG), 28/Dec/2022,https://jobwebkenya.com/jobs/senior-knowledge-analyst-development-impact-boston-consulting-group-bcg-2/,Boston Consulting Group (BCG)
"Senior Project Leader, Global Project Leadership at IQVIA", 28/Dec/2022,https://jobwebkenya.com/jobs/senior-project-leader-global-project-leadership-iqvia-2/,IQVIA
Senior Sales Representative at Coolberg, 28/Dec/2022,https://jobwebkenya.com/jobs/senior-sales-representative-coolberg/,
Community Sales Manager at IWG PLC, 28/Dec/2022,https://jobwebkenya.com/jobs/community-sales-manager-iwg-plc/,IWG PLC
Terminal Manager at Habo Group, 28/Dec/2022,https://jobwebkenya.com/jobs/terminal-manager-habo-group/,Habo Group
Business Analyst at Asante Financial Services Group, 28/Dec/2022,https://jobwebkenya.com/jobs/business-analyst-asante-financial-services-group-2/,Asante Financial Services Group
Deputy Managing Director/Executive Director at Antal International, 28/Dec/2022,https://jobwebkenya.com/jobs/deputy-managing-directorexecutive-director-antal-international/,Antal International
Talent Partner II at Regen Organics, 28/Dec/2022,https://jobwebkenya.com/jobs/talent-partner-ii-regen-organics/,Regen Organics
External Sales Agents – 30 Positions at Optiven Limited, 28/Dec/2022,https://jobwebkenya.com/jobs/external-sales-agents-30-positions-optiven-limited/,Optiven Limited 
Family Medicine Doctor at Eldoret Hospital Ltd, 28/Dec/2022,https://jobwebkenya.com/jobs/family-medicine-doctor-eldoret-hospital-ltd/,Eldoret Hospital Ltd
Resident Anesthetist at Eldoret Hospital Ltd, 28/Dec/2022,https://jobwebkenya.com/jobs/resident-anesthetist-eldoret-hospital-ltd/,Eldoret Hospital Ltd
Manager â€“ Solutions Architecture at Kenya Revenue Authority (KRA), 28/Dec/2022,https://jobwebkenya.com/jobs/manager-solutions-architecture-kenya-revenue-authority-kra/,Kenya Revenue Authority (KRA)
Senior Lecturer at Presbyterian University of East Africa2, 28/Dec/2022,https://jobwebkenya.com/jobs/senior-lecturer-presbyterian-university-east-africa2/,Presbyterian University of East Africa2
University Librarian at Presbyterian University of East Africa2, 28/Dec/2022,https://jobwebkenya.com/jobs/university-librarian-presbyterian-university-east-africa2/,Presbyterian University of East Africa2
Customer Service Sales Intern at Flexitech Group Limited, 28/Dec/2022,https://jobwebkenya.com/jobs/customer-service-sales-intern-flexitech-group-limited/,Flexitech Group Limited
Sales Activation Agents – Multiple Locations at Flexitech Group Limited, 28/Dec/2022,https://jobwebkenya.com/jobs/sales-activation-agents-multiple-locations-flexitech-group-limited/,Flexitech Group Limited
Director â€“ East Africa at Sayara International, 28/Dec/2022,https://jobwebkenya.com/jobs/director-east-africa-sayara-international/,Sayara International
"Senior Information Technology Assistant, G7 at United Nations Office at Nairobi (UNON)", 28/Dec/2022,https://jobwebkenya.com/jobs/senior-information-technology-assistant-g7-united-nations-office-nairobi-unon/,United Nations Office at Nairobi (UNON)
"Receiving and Inspection Assistant, G4 at United Nations Office at Nairobi (UNON)", 28/Dec/2022,https://jobwebkenya.com/jobs/receiving-inspection-assistant-g4-united-nations-office-nairobi-unon/,United Nations Office at Nairobi (UNON)
Recruitment Associate- Field Operations at Pula, 28/Dec/2022,https://jobwebkenya.com/jobs/recruitment-associate-field-operations-pula/,Pula
Social Media Strategist/ Head of Content at The Digital Monkeys, 28/Dec/2022,https://jobwebkenya.com/jobs/social-media-strategist-head-content-digital-monkeys/,The Digital Monkeys
Social Media Care Advisor at The Digital Monkeys, 28/Dec/2022,https://jobwebkenya.com/jobs/social-media-care-advisor-digital-monkeys/,The Digital Monkeys
Digital Media Strategist / Media Buyer at The Digital Monkeys, 28/Dec/2022,https://jobwebkenya.com/jobs/digital-media-strategist-media-buyer-digital-monkeys/,The Digital Monkeys
"Sales Manager, International at West Indian Ocean Cable Company (WIOCC)", 28/Dec/2022,https://jobwebkenya.com/jobs/sales-manager-international-west-indian-ocean-cable-company-wiocc/,West Indian Ocean Cable Company (WIOCC)
"Monitoring, Evaluation, Accountability & Learning Officer at International Aid Services (IAS)", 28/Dec/2022,https://jobwebkenya.com/jobs/monitoring-evaluation-accountability-learning-officer-international-aid-services-ias/,International Aid Services (IAS)
Constancy Services at Wildlife Clubs of Kenya, 28/Dec/2022,https://jobwebkenya.com/jobs/constancy-services-wildlife-clubs-kenya/,Wildlife Clubs of Kenya
Chief Legal Officer position (Re-Advertisement) at Moi University, 28/Dec/2022,https://jobwebkenya.com/jobs/chief-legal-officer-position-re-advertisement-moi-university/,Moi University
Water & Sewerage Officer (Re-Advertisement) at Moi University, 28/Dec/2022,https://jobwebkenya.com/jobs/water-sewerage-officer-re-advertisement-moi-university/,Moi University
Submit CV’s – New Recruitment at Human Resource Management Professionals Examinations Board, 28/Dec/2022,https://jobwebkenya.com/jobs/submit-cvs-new-recruitment-human-resource-management-professionals-examinations-board/,Human Resource Management Professionals Examinations Board
"Quality Assurance and Accreditation Officer, Grade 5 (Re-Advertisement) at Human Resource Management Professionals Examinations Board", 28/Dec/2022,https://jobwebkenya.com/jobs/quality-assurance-accreditation-officer-grade-5-re-advertisement-human-resource-management-professionals-examinations-board/,Human Resource Management Professionals Examinations Board
"Accountant, Grade 5 at Human Resource Management Professionals Examinations Board", 28/Dec/2022,https://jobwebkenya.com/jobs/accountant-grade-5-human-resource-management-professionals-examinations-board/,Human Resource Management Professionals Examinations Board
Senior Planning & Strategy Officer- Grade 4 at Human Resource Management Professionals Examinations Board, 28/Dec/2022,https://jobwebkenya.com/jobs/senior-planning-strategy-officer-grade-4-human-resource-management-professionals-examinations-board/,Human Resource Management Professionals Examinations Board
Records Management Assistant – Grade 7 at Human Resource Management Professionals Examinations Board, 28/Dec/2022,https://jobwebkenya.com/jobs/records-management-assistant-grade-7-human-resource-management-professionals-examinations-board/,Human Resource Management Professionals Examinations Board
Principal Test Development Officer- Grade 3 at Human Resource Management Professionals Examinations Board, 28/Dec/2022,https://jobwebkenya.com/jobs/principal-test-development-officer-grade-3-human-resource-management-professionals-examinations-board/,Human Resource Management Professionals Examinations Board
"Principal Information & Communication Technology Officer, Grade 3 at Human Resource Management Professionals Examinations Board", 28/Dec/2022,https://jobwebkenya.com/jobs/principal-information-communication-technology-officer-grade-3-human-resource-management-professionals-examinations-board/,Human Resource Management Professionals Examinations Board
"Senior Examination Administration Officer, Grade 4 (Re-Advertised) at Human Resource Management Professionals Examinations Board", 28/Dec/2022,https://jobwebkenya.com/jobs/senior-examination-administration-officer-grade-4-re-advertised-human-resource-management-professionals-examinations-board/,Human Resource Management Professionals Examinations Board
Principal Examination Administration Officer – Grade 3 at Human Resource Management Professionals Examinations Board, 28/Dec/2022,https://jobwebkenya.com/jobs/principal-examination-administration-officer-grade-3-human-resource-management-professionals-examinations-board/,Human Resource Management Professionals Examinations Board
Motor vehicle Mechanic at Karirana Estates Limited, 28/Dec/2022,https://jobwebkenya.com/jobs/motor-vehicle-mechanic-karirana-estates-limited/,Karirana Estates Limited
Submit CV’s – Latest Recruitment at Gap Recruitment Services Limited, 28/Dec/2022,https://jobwebkenya.com/jobs/submit-cvs-latest-recruitment-gap-recruitment-services-limited-3/,Gap Recruitment Services Limited
Business Development Manager (Business to Business Sales) IT Printing Solutions at Gap Recruitment Services Limited, 28/Dec/2022,https://jobwebkenya.com/jobs/business-development-manager-business-business-sales-printing-solutions-gap-recruitment-services-limited/,Gap Recruitment Services Limited
Corporate Sales Manager-Printing Product & Services at Gap Recruitment Services Limited, 28/Dec/2022,https://jobwebkenya.com/jobs/corporate-sales-manager-printing-product-services-gap-recruitment-services-limited-3/,Gap Recruitment Services Limited
Restaurant Chef Breakfast Service at Gap Recruitment Services Limited, 28/Dec/2022,https://jobwebkenya.com/jobs/restaurant-chef-breakfast-service-gap-recruitment-services-limited/,Gap Recruitment Services Limited
Marketing Assistant Manager at Gap Recruitment Services Limited, 28/Dec/2022,https://jobwebkenya.com/jobs/marketing-assistant-manager-gap-recruitment-services-limited/,Gap Recruitment Services Limited
Snr. Accountant Transport & Logistics at Gap Recruitment Services Limited, 28/Dec/2022,https://jobwebkenya.com/jobs/snr-accountant-transport-logistics-gap-recruitment-services-limited-2/,Gap Recruitment Services Limited
Sales Executive at Gap Recruitment Services Limited, 28/Dec/2022,https://jobwebkenya.com/jobs/sales-executive-gap-recruitment-services-limited-2/,Gap Recruitment Services Limited
Business Development Executive – ﻿Electronic Security Systems at Gap Recruitment Services Limited, 28/Dec/2022,https://jobwebkenya.com/jobs/business-development-executive-%ef%bb%bfelectronic-security-systems-gap-recruitment-services-limited/,Gap Recruitment Services Limited
Branch Manager Laundry Services at Gap Recruitment Services Limited, 28/Dec/2022,https://jobwebkenya.com/jobs/branch-manager-laundry-services-gap-recruitment-services-limited/,Gap Recruitment Services Limited
IT & Digital Marketing Executive – Laundry Services at Gap Recruitment Services Limited, 28/Dec/2022,https://jobwebkenya.com/jobs/digital-marketing-executive-laundry-services-gap-recruitment-services-limited/,Gap Recruitment Services Limited
Managing Director at Kenya Ports Authority, 28/Dec/2022,https://jobwebkenya.com/jobs/managing-director-kenya-ports-authority/,Kenya Ports Authority
"Programme Management Officer, Human Settlements at UN-Habitat", 28/Dec/2022,https://jobwebkenya.com/jobs/programme-management-officer-human-settlements-un-habitat-4/,UN-Habitat
Global Editor/Advisor at Light for the World Kenya, 28/Dec/2022,https://jobwebkenya.com/jobs/global-editoradvisor-light-world-kenya/,Light for the World Kenya
Shelter Engineer at Peace Winds Japan, 28/Dec/2022,https://jobwebkenya.com/jobs/shelter-engineer-peace-winds-japan/,Peace Winds Japan
Community Based Protection Assistant at Peace Winds Japan, 28/Dec/2022,https://jobwebkenya.com/jobs/community-based-protection-assistant-peace-winds-japan/,Peace Winds Japan
Spatial Planner at Peace Winds Japan, 28/Dec/2022,https://jobwebkenya.com/jobs/spatial-planner-peace-winds-japan/,Peace Winds Japan
Backend Developer PHP Laravel at DGB Group, 28/Dec/2022,https://jobwebkenya.com/jobs/backend-developer-php-laravel-dgb-group/,DGB Group
"Technical Advisor, Cash – East Africa Region at International Rescue Committee (IRC)", 28/Dec/2022,https://jobwebkenya.com/jobs/technical-advisor-cash-east-africa-region-international-rescue-committee-irc/,International Rescue Committee (IRC)
Medical Affairs Manager at Boehringer Ingelheim, 27/Dec/2022,https://jobwebkenya.com/jobs/medical-affairs-manager-boehringer-ingelheim/,Boehringer Ingelheim
Chief Information Security Officer at Canonical, 27/Dec/2022,https://jobwebkenya.com/jobs/chief-information-security-officer-canonical-2/,Canonical
Submit CV’s – Latest Recruitment at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/submit-cvs-latest-recruitment-siaya-county-government/,Siaya County Government
Records Management Officer at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/records-management-officer-siaya-county-government/,Siaya County Government
Public Relation Officer at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/public-relation-officer-siaya-county-government/,Siaya County Government
Strategic Service Delivery Officer at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/strategic-service-delivery-officer-siaya-county-government/,Siaya County Government
Information Management Officer at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/information-management-officer-siaya-county-government/,Siaya County Government
Principal Enforcement Officer at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/principal-enforcement-officer-siaya-county-government/,Siaya County Government
Ward Administrator at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/ward-administrator-siaya-county-government/,Siaya County Government
Principal Human Resource Officer at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/principal-human-resource-officer-siaya-county-government/,Siaya County Government
County Information Management Officer at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/county-information-management-officer-siaya-county-government/,Siaya County Government
"Transformation, Creativity and Innovation Coordinator at Siaya County Government", 27/Dec/2022,https://jobwebkenya.com/jobs/transformation-creativity-innovation-coordinator-siaya-county-government/,Siaya County Government
Beach Management Coordinator at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/beach-management-coordinator-siaya-county-government/,Siaya County Government
Sub County Administrator at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/sub-county-administrator-siaya-county-government/,Siaya County Government
Partnerships and Resource Mobilization Coordinator at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/partnerships-resource-mobilization-coordinator-siaya-county-government/,Siaya County Government
County Youth Coordinator at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/county-youth-coordinator-siaya-county-government/,Siaya County Government
County Woman Coordinator at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/county-woman-coordinator-siaya-county-government/,Siaya County Government
Director Public Communications at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/director-public-communications-siaya-county-government/,Siaya County Government
Director Governance at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/director-governance-siaya-county-government/,Siaya County Government
County Policy Analysis and Research Coordinator at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/county-policy-analysis-research-coordinator-siaya-county-government/,Siaya County Government
Director- Governors Strategic Service Delivery and Resource Mobilization Unit at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/director-governors-strategic-service-delivery-resource-mobilization-unit-siaya-county-government/,Siaya County Government
Chief Operating Officer at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/chief-operating-officer-siaya-county-government/,Siaya County Government
"County Chief Officer: Environment, Climate Change and Natural Resources at Siaya County Government", 27/Dec/2022,https://jobwebkenya.com/jobs/county-chief-officer-environment-climate-change-natural-resources-siaya-county-government/,Siaya County Government
County Chief Officers – Water and Sanitation at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/county-chief-officers-water-sanitation-siaya-county-government/,Siaya County Government
County Chief Officers – Health at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/county-chief-officers-health-siaya-county-government/,Siaya County Government
"County Chief Officers – Youth Affairs, Gender and Social Services at Siaya County Government", 27/Dec/2022,https://jobwebkenya.com/jobs/county-chief-officers-youth-affairs-gender-social-services-siaya-county-government/,Siaya County Government
County Chief Officers – Energy and Transport at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/county-chief-officers-energy-transport-siaya-county-government/,Siaya County Government
County Chief Officers – Budgeting and Planning at Siaya County Government, 27/Dec/2022,https://jobwebkenya.com/jobs/county-chief-officers-budgeting-planning-siaya-county-government/,Siaya County Government
"County Chief Officers – Information Communication Technology, Innovation and Public Service Transformation at Siaya County Government", 27/Dec/2022,https://jobwebkenya.com/jobs/county-chief-officers-information-communication-technology-innovation-public-service-transformation-siaya-county-government/,Siaya County Government
"Supply Chain Officer, NOC (Warehouse Manager) (Re-Advertisement) at World Food Programme (WFP)", 27/Dec/2022,https://jobwebkenya.com/jobs/supply-chain-officer-noc-warehouse-manager-re-advertisement-world-food-programme-wfp/,World Food Programme (WFP)
Assistant Manager – Risk Management & Compliance at Caritas MFB, 27/Dec/2022,https://jobwebkenya.com/jobs/assistant-manager-risk-management-compliance-caritas-mfb/,Caritas MFB
Content Writer at Practical Wisdom Media, 27/Dec/2022,https://jobwebkenya.com/jobs/content-writer-practical-wisdom-media/,Practical Wisdom Media 
Business Analyst at McKinsey & Company, 27/Dec/2022,https://jobwebkenya.com/jobs/business-analyst-mckinsey-company-2/,McKinsey & Company 
"Disarmament, Demobilization and Reintegration Officer at Office of the Special Envoy of the Secretary", 27/Dec/2022,https://jobwebkenya.com/jobs/disarmament-demobilization-reintegration-officer-office-special-envoy-secretary/,Office of the Special Envoy of the Secretary
Head of School at Grant Thornton Kenya, 27/Dec/2022,https://jobwebkenya.com/jobs/head-school-grant-thornton-kenya/,Grant Thornton Kenya
Consultsncy to Provide Hydrogeological Survey in Laikipia County at Habitat for Humanity International, 27/Dec/2022,https://jobwebkenya.com/jobs/consultsncy-provide-hydrogeological-survey-laikipia-county-habitat-humanity-international/,Habitat for Humanity International
